available cuda: 2
loading data: May25_09-47-43
data loaded: May25_09-50-56
training started: May25_09-50-57
epoch:00, train:1.055, valid:0.594, threshold: [0.77814119 1.42612537 1.98108576 2.49990877 3.32576136], score:0.683, best:0.683, date:May25_10-02-10
epoch:27, train:0.521, valid:0.374, threshold: [0.65235095 1.49922337 2.40427229 1.83161196 4.83499741], score:0.823, best:0.842, date:May25_15-00-14
epoch:28, train:0.534, valid:0.436, threshold: [0.69225188 1.56144909 1.88121204 2.07324612 5.40353153], score:0.821, best:0.842, date:May25_15-11-15
epoch:29, train:0.526, valid:0.419, threshold: [0.66685003 2.03282818 2.54319067 2.93310131 3.75293124], score:0.809, best:0.842, date:May25_15-22-16
epoch:30, train:0.511, valid:0.354, threshold: [0.66059343 1.50591253 2.45676534 1.95492657 5.13092725], score:0.833, best:0.842, date:May25_15-33-18
epoch:31, train:0.502, valid:0.447, threshold: [0.60240269 1.87243311 1.56255943 2.19588547 5.19412813], score:0.797, best:0.842, date:May25_15-44-19
epoch:32, train:0.510, valid:0.401, threshold: [0.90559518 1.7185264  2.53637864 2.13305753 3.50974361], score:0.836, best:0.842, date:May25_15-55-21
epoch:33, train:0.499, valid:0.396, threshold: [0.64230005 1.78996397 2.25207261 1.47904812 4.74811374], score:0.823, best:0.842, date:May25_16-06-22
epoch:34, train:0.508, valid:0.350, threshold: [0.70721256 1.549015   2.71953153 2.02605461 3.60980059], score:0.842, best:0.842, date:May25_16-17-24
epoch:35, train:0.491, valid:0.382, threshold: [0.71701827 1.93268072 2.55507276 1.55738598 3.33506173], score:0.831, best:0.842, date:May25_16-28-26
epoch:36, train:0.488, valid:0.354, threshold: [0.5811912  1.61322787 2.83065931 2.36284807 4.23201605], score:0.824, best:0.842, date:May25_16-39-27
epoch:37, train:0.483, valid:0.384, threshold: [0.61210555 1.66407044 2.40934955 2.17454571 4.85024887], score:0.827, best:0.842, date:May25_16-50-29
epoch:38, train:0.483, valid:0.341, threshold: [0.76277659 1.5395163  2.73889901 2.14932885 3.60940312], score:0.848, best:0.848, date:May25_17-01-30
epoch:39, train:0.486, valid:0.397, threshold: [0.58585016 1.59246364 2.03006579 2.49141407 5.1154018 ], score:0.826, best:0.848, date:May25_17-12-31
epoch:40, train:0.484, valid:0.388, threshold: [0.66914334 1.68560536 2.39718078 2.79276538 3.41675903], score:0.818, best:0.848, date:May25_17-23-33
epoch:41, train:0.488, valid:0.306, threshold: [0.60953489 1.69609401 2.2979805  2.79799963 3.60491887], score:0.851, best:0.851, date:May25_17-34-35
epoch:42, train:0.484, valid:0.371, threshold: [0.56592625 1.78961795 2.58362985 1.24754525 5.29517756], score:0.825, best:0.851, date:May25_17-45-37
epoch:43, train:0.476, valid:0.320, threshold: [0.68784747 1.63029429 2.22392899 2.5551143  3.75921879], score:0.851, best:0.851, date:May25_17-56-39
epoch:44, train:0.495, valid:0.410, threshold: [0.68253993 1.57046064 2.48586251 1.80134224 5.02669279], score:0.824, best:0.851, date:May25_18-07-40
epoch:45, train:0.477, valid:0.386, threshold: [0.65002884 1.87921579 2.46050379 1.61223315 4.52933604], score:0.842, best:0.851, date:May25_18-18-41
epoch:46, train:0.468, valid:0.359, threshold: [0.64378174 1.46129863 2.56372263 1.88274387 5.07304329], score:0.841, best:0.851, date:May25_18-29-43
epoch:47, train:0.460, valid:0.396, threshold: [0.64793606 1.80205618 1.25807498 2.28060238 5.34444739], score:0.834, best:0.851, date:May25_18-40-44
epoch:48, train:0.468, valid:0.322, threshold: [0.62839205 1.74563067 2.83826964 2.30218451 3.6326925 ], score:0.853, best:0.853, date:May25_18-51-46
epoch:49, train:0.470, valid:0.375, threshold: [0.65805123 1.98447421 2.63835481 1.5826696  3.21063164], score:0.846, best:0.853, date:May25_19-02-47
epoch:50, train:0.471, valid:0.366, threshold: [0.6723747  1.62386493 2.00470217 2.52414529 4.71136602], score:0.842, best:0.853, date:May25_19-13-49
epoch:51, train:0.473, valid:0.334, threshold: [0.65592199 1.67728959 2.60923758 2.25195597 3.51426196], score:0.855, best:0.855, date:May25_19-24-50
epoch:52, train:0.469, valid:0.302, threshold: [0.64466878 1.52019238 2.74635661 2.33457086 3.79319749], score:0.858, best:0.858, date:May25_19-35-52
epoch:53, train:0.458, valid:0.326, threshold: [0.67416797 1.63277771 2.57955285 2.19964596 3.33610379], score:0.860, best:0.860, date:May25_19-46-54
epoch:54, train:0.471, valid:0.348, threshold: [0.70678415 1.68561045 2.49591511 2.02350954 3.31298035], score:0.859, best:0.860, date:May25_19-57-56
epoch:55, train:0.458, valid:0.301, threshold: [0.64977881 1.70620199 2.17331822 3.09001229 3.95927233], score:0.856, best:0.860, date:May25_20-08-57
epoch:56, train:0.461, valid:0.373, threshold: [0.65009939 1.90543774 2.26697958 2.80490789 3.65333956], score:0.826, best:0.860, date:May25_20-19-58
epoch:57, train:0.456, valid:0.374, threshold: [0.69236421 1.72826387 2.53304056 1.47404337 4.55647707], score:0.845, best:0.860, date:May25_20-31-01
epoch:58, train:0.464, valid:0.454, threshold: [0.6864526  1.60243683 2.02694722 2.41930431 4.95364066], score:0.819, best:0.860, date:May25_20-42-03
epoch:59, train:0.449, valid:0.356, threshold: [0.68746039 1.66651317 2.37698422 1.41134529 4.40154417], score:0.841, best:0.860, date:May25_20-53-04
epoch:60, train:0.451, valid:0.324, threshold: [0.64415046 1.8129867  2.69897212 2.50865021 3.75627342], score:0.849, best:0.860, date:May25_21-04-06
epoch:61, train:0.453, valid:0.375, threshold: [0.94141156 2.136299   2.7132053  1.55531731 3.23649593], score:0.861, best:0.861, date:May25_21-15-08
epoch:62, train:0.449, valid:0.355, threshold: [0.7957535  2.33200601 2.71485438 1.68650754 3.49393681], score:0.849, best:0.861, date:May25_21-26-09
