available cuda: 2
loading data: May24_23-49-13
data loaded: May24_23-54-23
training started: May24_23-54-24
epoch:00, train:1.060, valid:1.169, threshold: [0.5562314  1.03559041 2.33312986 3.96011983 4.59839636], score:0.462, best:0.462, date:May25_00-06-51
epoch:24, train:0.550, valid:0.406, threshold: [0.62571981 1.54226999 2.56859843 1.91480446 5.04587177], score:0.783, best:0.798, date:May25_05-00-32
epoch:25, train:0.538, valid:0.448, threshold: [0.58766796 1.67545537 2.18222458 3.12959118 4.35598899], score:0.791, best:0.798, date:May25_05-12-46
epoch:26, train:0.544, valid:0.396, threshold: [0.73755819 1.59776977 1.83805263 2.45503516 3.71477703], score:0.805, best:0.805, date:May25_05-25-01
epoch:27, train:0.539, valid:0.438, threshold: [0.74464646 1.52776961 2.12946476 1.34695488 4.34315146], score:0.794, best:0.805, date:May25_05-37-16
epoch:28, train:0.535, valid:0.387, threshold: [0.59048208 1.53862642 1.79714439 2.7940681  4.1104441 ], score:0.796, best:0.805, date:May25_05-49-31
epoch:29, train:0.525, valid:0.377, threshold: [0.67782749 1.7443397  2.45331286 2.01504628 3.99993852], score:0.807, best:0.807, date:May25_06-01-46
epoch:30, train:0.524, valid:0.370, threshold: [0.69550374 1.58276674 2.00302406 3.02648116 3.89784525], score:0.816, best:0.816, date:May25_06-14-03
epoch:31, train:0.522, valid:0.368, threshold: [0.64891862 1.61587655 2.64714146 2.10227384 3.49041841], score:0.807, best:0.816, date:May25_06-26-18
epoch:32, train:0.521, valid:0.341, threshold: [0.63859162 1.72386802 2.67963097 2.20065393 3.90060262], score:0.819, best:0.819, date:May25_06-38-34
epoch:33, train:0.509, valid:0.434, threshold: [0.73206022 1.66235966 1.44793003 2.15207849 4.7239153 ], score:0.799, best:0.819, date:May25_06-50-50
epoch:34, train:0.500, valid:0.404, threshold: [0.71637326 1.69072786 2.40280994 1.38387108 3.16316874], score:0.818, best:0.819, date:May25_07-03-05
epoch:35, train:0.498, valid:0.355, threshold: [0.69291528 1.63846433 1.94937128 2.68789963 3.54973552], score:0.818, best:0.819, date:May25_07-15-21
epoch:36, train:0.503, valid:0.365, threshold: [0.755803   1.44580078 2.41886394 1.87357716 3.4217663 ], score:0.831, best:0.831, date:May25_07-27-37
epoch:37, train:0.514, valid:0.394, threshold: [0.68966149 1.89104386 2.36301852 3.16795036 3.98649716], score:0.810, best:0.831, date:May25_07-39-53
epoch:38, train:0.495, valid:0.345, threshold: [0.67687795 1.42246398 2.62214375 1.93087338 3.60156456], score:0.821, best:0.831, date:May25_07-52-09
epoch:39, train:0.486, valid:0.382, threshold: [0.67828524 1.58681568 1.95603961 2.43014222 4.84704611], score:0.816, best:0.831, date:May25_08-04-26
epoch:40, train:0.490, valid:0.367, threshold: [0.58276502 1.82909977 2.27710189 1.55201882 4.36681603], score:0.806, best:0.831, date:May25_08-16-42
epoch:41, train:0.496, valid:0.391, threshold: [0.87809351 1.37342621 1.63764936 2.17027379 3.63015661], score:0.829, best:0.831, date:May25_08-29-00
epoch:42, train:0.499, valid:0.352, threshold: [0.65127223 1.73476243 2.11840456 2.65221101 3.92253432], score:0.817, best:0.831, date:May25_08-41-17
epoch:43, train:0.491, valid:0.373, threshold: [0.70693046 1.61368772 1.34582926 2.37364661 4.94758082], score:0.821, best:0.831, date:May25_08-53-34
epoch:44, train:0.482, valid:0.356, threshold: [0.69254134 1.42415311 2.45788926 1.74384827 5.22110644], score:0.820, best:0.831, date:May25_09-05-52
epoch:45, train:0.475, valid:0.339, threshold: [0.69865109 1.68074354 1.82541578 2.71649084 3.59514549], score:0.827, best:0.831, date:May25_09-18-09
epoch:46, train:0.475, valid:0.382, threshold: [0.72000127 1.68437554 2.32972125 1.4124742  3.07683972], score:0.836, best:0.836, date:May25_09-30-27
epoch:47, train:0.473, valid:0.375, threshold: [0.95489477 1.48976377 1.90557405 2.6532778  3.80251669], score:0.827, best:0.836, date:May25_09-42-45
epoch:48, train:0.478, valid:0.403, threshold: [0.6937933  1.69691355 1.27015923 2.40949748 5.54100093], score:0.826, best:0.836, date:May25_09-55-03
epoch:49, train:0.471, valid:0.329, threshold: [0.62375875 1.74396984 2.79332138 1.40937488 3.67473494], score:0.833, best:0.836, date:May25_10-07-21
epoch:50, train:0.471, valid:0.326, threshold: [0.71845659 1.8893823  2.68820908 1.35162959 3.14352495], score:0.838, best:0.838, date:May25_10-19-38
epoch:51, train:0.475, valid:0.333, threshold: [0.76072895 1.44960968 1.96009818 2.84695294 3.54620897], score:0.844, best:0.844, date:May25_10-31-58
epoch:52, train:0.475, valid:0.343, threshold: [0.71674015 1.57035966 2.54682358 1.40040595 3.34214094], score:0.840, best:0.844, date:May25_10-44-16
epoch:53, train:0.479, valid:0.322, threshold: [0.69770269 1.54105987 2.31663599 3.2501465  3.53485285], score:0.833, best:0.844, date:May25_10-56-34
epoch:54, train:0.466, valid:0.313, threshold: [0.66894829 1.72771444 2.31425339 3.02062962 3.65258284], score:0.840, best:0.844, date:May25_11-08-51
epoch:55, train:0.462, valid:0.349, threshold: [0.65289992 1.47141293 2.68018635 1.95170886 3.48679638], score:0.844, best:0.844, date:May25_11-21-09
epoch:56, train:0.459, valid:0.339, threshold: [0.73643714 1.88656039 2.41883944 1.44594404 3.39576776], score:0.844, best:0.844, date:May25_11-33-28
epoch:57, train:0.470, valid:0.401, threshold: [0.65446387 1.73977542 2.34838576 1.37739876 5.25800826], score:0.826, best:0.844, date:May25_11-45-46
epoch:58, train:0.479, valid:0.319, threshold: [0.63231199 1.59191842 2.080313   2.94946011 3.6734994 ], score:0.838, best:0.844, date:May25_11-58-04
epoch:59, train:0.455, valid:0.352, threshold: [0.70997879 1.49579566 2.49278608 2.03655942 3.25750159], score:0.849, best:0.849, date:May25_12-10-23
epoch:60, train:0.453, valid:0.316, threshold: [0.68890671 1.62481836 2.14815869 2.74160744 3.9739591 ], score:0.842, best:0.849, date:May25_12-22-41
epoch:61, train:0.450, valid:0.342, threshold: [0.70700543 1.63001632 2.83447383 2.09557103 3.66024968], score:0.843, best:0.849, date:May25_12-35-00
epoch:62, train:0.462, valid:0.354, threshold: [0.7344416  1.41967227 2.54040821 1.88129944 3.68550237], score:0.846, best:0.849, date:May25_12-47-19
epoch:63, train:0.460, valid:0.340, threshold: [0.72182113 1.45063847 2.38389174 2.10966205 3.60699625], score:0.842, best:0.849, date:May25_12-59-37
epoch:64, train:0.466, valid:0.357, threshold: [0.64832118 1.3200714  2.37471502 1.76453962 4.77767346], score:0.827, best:0.849, date:May25_13-11-55
epoch:65, train:0.450, valid:0.382, threshold: [0.63002061 1.56892061 1.87735895 2.36845303 4.82199594], score:0.824, best:0.849, date:May25_13-24-13
epoch:66, train:0.448, valid:0.332, threshold: [0.69446039 1.56204443 2.4441694  2.07576771 3.50024657], score:0.839, best:0.849, date:May25_13-36-30
epoch:67, train:0.462, valid:0.321, threshold: [0.70788677 1.54677328 2.09558433 2.70100886 3.67411984], score:0.849, best:0.849, date:May25_13-48-48
epoch:68, train:0.456, valid:0.327, threshold: [0.70908577 1.44687346 2.5885579  2.12003032 3.38425641], score:0.845, best:0.849, date:May25_14-01-07
epoch:69, train:0.448, valid:0.330, threshold: [0.59919101 1.54092921 2.55411337 2.17230416 5.04116366], score:0.831, best:0.849, date:May25_14-13-25
epoch:70, train:0.450, valid:0.325, threshold: [0.66962599 1.6743406  2.74597836 2.17857588 3.68073229], score:0.844, best:0.849, date:May25_14-25-43
epoch:71, train:0.443, valid:0.334, threshold: [0.66773956 1.72096434 2.58914296 1.40698021 5.40420058], score:0.827, best:0.849, date:May25_14-38-01
epoch:72, train:0.434, valid:0.330, threshold: [0.58822041 1.40459667 2.62773831 1.92696348 4.91305876], score:0.832, best:0.849, date:May25_14-50-20
epoch:73, train:0.445, valid:0.334, threshold: [0.69296366 1.60265446 2.0970767  2.50752079 3.22095177], score:0.842, best:0.849, date:May25_15-02-39
epoch:74, train:0.441, valid:0.346, threshold: [0.69266188 1.78576865 2.76389536 1.50824859 3.59717059], score:0.843, best:0.849, date:May25_15-14-57
epoch:75, train:0.443, valid:0.346, threshold: [0.73397256 1.52967902 2.32867188 1.97102465 3.25098948], score:0.847, best:0.849, date:May25_15-27-16
epoch:76, train:0.437, valid:0.337, threshold: [0.69585926 1.34735208 2.56758724 1.96179494 3.48772605], score:0.848, best:0.849, date:May25_15-39-33
epoch:77, train:0.449, valid:0.330, threshold: [0.64749219 1.50373614 2.56702897 2.02831006 4.92696912], score:0.837, best:0.849, date:May25_15-51-51
epoch:78, train:0.446, valid:0.330, threshold: [0.54593747 1.47238054 2.68763374 2.08873273 4.50216493], score:0.837, best:0.849, date:May25_16-04-09
epoch:79, train:0.431, valid:0.329, threshold: [0.64985324 1.50532364 2.58578948 2.09744119 4.84621617], score:0.830, best:0.849, date:May25_16-16-27
epoch:80, train:0.443, valid:0.309, threshold: [0.66987557 1.61788973 2.2788685  2.91995556 3.55767504], score:0.852, best:0.852, date:May25_16-28-46
epoch:81, train:0.436, valid:0.351, threshold: [0.62885432 1.43419615 2.55735031 1.82928462 4.92332107], score:0.838, best:0.852, date:May25_16-41-04
epoch:82, train:0.437, valid:0.340, threshold: [0.63313847 1.50875848 2.68082128 1.94413966 5.22137792], score:0.834, best:0.852, date:May25_16-53-23
epoch:83, train:0.439, valid:0.364, threshold: [0.63940018 1.67829472 1.43633855 2.49130591 5.28563417], score:0.828, best:0.852, date:May25_17-05-41
epoch:84, train:0.442, valid:0.324, threshold: [0.59852514 1.59384721 2.56391387 2.0776246  4.64656429], score:0.837, best:0.852, date:May25_17-17-59
epoch:85, train:0.446, valid:0.327, threshold: [0.75146594 1.57219565 2.42424779 2.01972644 3.53203498], score:0.849, best:0.852, date:May25_17-30-17
epoch:86, train:0.441, valid:0.321, threshold: [0.65490901 1.84443042 2.1974642  2.77847021 3.55419919], score:0.847, best:0.852, date:May25_17-42-34
epoch:87, train:0.444, valid:0.361, threshold: [0.69229097 1.61322961 2.33433422 1.33874638 4.16005009], score:0.837, best:0.852, date:May25_17-54-52
epoch:88, train:0.438, valid:0.347, threshold: [0.6105589  1.66296775 2.51116338 2.0161974  4.87586016], score:0.829, best:0.852, date:May25_18-07-09
epoch:89, train:0.438, valid:0.352, threshold: [0.64879105 1.69641076 2.59603723 2.04177307 3.35682547], score:0.849, best:0.852, date:May25_18-19-28
epoch:90, train:0.437, valid:0.420, threshold: [0.61278042 1.70115571 1.19640403 2.33553724 5.11443834], score:0.822, best:0.852, date:May25_18-31-44
epoch:91, train:0.440, valid:0.367, threshold: [0.52289996 1.7045858  2.62103709 1.26653802 3.12321967], score:0.849, best:0.852, date:May25_18-44-02
epoch:92, train:0.444, valid:0.343, threshold: [0.61370925 1.5354314  2.64016194 2.04099879 5.3612509 ], score:0.834, best:0.852, date:May25_18-56-19
epoch:93, train:0.440, valid:0.335, threshold: [0.61084867 1.63277333 2.61301298 2.10311234 4.7745725 ], score:0.836, best:0.852, date:May25_19-08-37
epoch:94, train:0.425, valid:0.372, threshold: [0.67721051 1.67862097 2.4418046  1.41299608 4.51743158], score:0.833, best:0.852, date:May25_19-20-54
epoch:95, train:0.442, valid:0.367, threshold: [0.63901303 1.33534123 2.36547885 1.84300069 5.52821861], score:0.829, best:0.852, date:May25_19-33-11
epoch:96, train:0.440, valid:0.323, threshold: [0.58534875 1.76783337 2.66409707 2.40870313 3.63309869], score:0.840, best:0.852, date:May25_19-45-28
epoch:97, train:0.436, valid:0.325, threshold: [0.58281972 1.57221944 2.51664833 2.19143376 4.45182068], score:0.837, best:0.852, date:May25_19-57-45
epoch:98, train:0.442, valid:0.317, threshold: [0.668067   1.69045188 2.21801105 2.73386073 3.55164758], score:0.850, best:0.852, date:May25_20-10-02
epoch:99, train:0.432, valid:0.332, threshold: [0.63115912 1.7728912  2.46074238 1.39604516 5.00755388], score:0.832, best:0.852, date:May25_20-22-20
training finished: May25_20-22-20
