available cuda: 2
training started: Jun03_22-44-40
epoch:00, train:0.964, valid:0.655, threshold: [0.63346377 1.34632189 1.60629729 2.42369538 4.58327619], score:0.646, best:0.646, date:Jun03_22-56-14
epoch:17, train:0.563, valid:0.461, threshold: [0.71397063 1.52119585 1.92099021 2.2236907  4.64784724], score:0.788, best:0.807, date:Jun04_02-07-45
epoch:18, train:0.560, valid:0.425, threshold: [0.66408855 1.47449575 1.94540997 2.49916187 4.96027209], score:0.794, best:0.807, date:Jun04_02-19-02
epoch:19, train:0.548, valid:0.378, threshold: [0.66622504 1.62776579 2.22135603 2.89309121 4.28234618], score:0.806, best:0.807, date:Jun04_02-30-22
epoch:20, train:0.537, valid:0.349, threshold: [0.71343469 1.55052086 2.16921335 2.70124148 3.41148726], score:0.828, best:0.828, date:Jun04_02-41-38
epoch:21, train:0.546, valid:0.369, threshold: [0.7034055  1.57620064 2.12134071 2.65609363 3.49210007], score:0.814, best:0.828, date:Jun04_02-52-55
epoch:22, train:0.523, valid:0.396, threshold: [0.66897173 1.59324148 1.93918529 2.50339206 4.82976352], score:0.793, best:0.828, date:Jun04_03-04-11
epoch:23, train:0.530, valid:0.362, threshold: [0.58710204 1.48648078 2.26349459 2.89450237 5.00302042], score:0.813, best:0.828, date:Jun04_03-15-29
epoch:24, train:0.524, valid:0.393, threshold: [0.65282325 1.54277592 2.16242746 2.49426621 4.67862808], score:0.807, best:0.828, date:Jun04_03-26-45
epoch:25, train:0.524, valid:0.365, threshold: [0.74319293 1.71563734 2.24228687 2.70017058 3.45025255], score:0.829, best:0.829, date:Jun04_03-38-01
epoch:26, train:0.522, valid:0.411, threshold: [0.68338299 1.75627761 1.97402928 2.4776326  4.66373491], score:0.808, best:0.829, date:Jun04_03-49-19
epoch:27, train:0.525, valid:0.384, threshold: [0.67722713 1.75691263 2.23703597 2.78241085 4.0858792 ], score:0.808, best:0.829, date:Jun04_04-00-37
epoch:28, train:0.511, valid:0.465, threshold: [0.88457292 1.5720115  2.06751409 2.23789366 2.88279763], score:0.825, best:0.829, date:Jun04_04-11-54
epoch:29, train:0.503, valid:0.406, threshold: [0.55423256 1.52948296 1.76047787 2.51287443 4.9849006 ], score:0.785, best:0.829, date:Jun04_04-23-10
epoch:30, train:0.503, valid:0.395, threshold: [0.58294914 1.59602211 2.00688239 2.6246156  5.15363051], score:0.797, best:0.829, date:Jun04_04-34-27
epoch:31, train:0.499, valid:0.424, threshold: [0.59209994 1.69829755 2.4067214  2.72196753 4.3399987 ], score:0.772, best:0.829, date:Jun04_04-45-42
epoch:32, train:0.512, valid:0.458, threshold: [0.62075706 1.64292389 2.36354935 2.49744809 4.54653258], score:0.752, best:0.829, date:Jun04_04-56-59
epoch:33, train:0.493, valid:0.442, threshold: [0.64915332 1.53504276 2.01916422 2.58879873 4.41732155], score:0.780, best:0.829, date:Jun04_05-08-15
epoch:34, train:0.496, valid:0.395, threshold: [0.61918424 1.67213748 2.2094891  2.73755819 4.42214906], score:0.807, best:0.829, date:Jun04_05-19-33
epoch:35, train:0.485, valid:0.385, threshold: [0.64984257 1.64964612 2.37079022 2.88664779 3.4888134 ], score:0.804, best:0.829, date:Jun04_05-30-50
epoch:36, train:0.497, valid:0.410, threshold: [0.61614196 1.37908431 2.09764885 2.50037508 5.02355479], score:0.798, best:0.829, date:Jun04_05-42-08
epoch:37, train:0.485, valid:0.373, threshold: [0.69132739 1.48617113 1.71900711 2.42132528 5.21744805], score:0.815, best:0.829, date:Jun04_05-53-26
epoch:38, train:0.479, valid:0.375, threshold: [0.87232676 1.81954233 2.10478609 2.58654405 3.54303016], score:0.836, best:0.836, date:Jun04_06-04-45
epoch:39, train:0.484, valid:0.357, threshold: [0.66271927 1.64846135 2.15229863 2.73535937 3.5741459 ], score:0.836, best:0.836, date:Jun04_06-16-03
epoch:40, train:0.478, valid:0.387, threshold: [0.61714037 1.5612183  1.98415263 2.71394694 3.10692024], score:0.831, best:0.836, date:Jun04_06-27-20
epoch:41, train:0.477, valid:0.367, threshold: [0.81848923 1.78357211 1.97124969 2.8697697  3.90778951], score:0.830, best:0.836, date:Jun04_06-38-35
epoch:42, train:0.475, valid:0.354, threshold: [0.60785049 1.71940346 2.23964753 2.67227793 4.55772568], score:0.818, best:0.836, date:Jun04_06-49-51
epoch:43, train:0.460, valid:0.386, threshold: [0.71164647 1.49892953 1.69196139 2.48879375 4.23486317], score:0.826, best:0.836, date:Jun04_07-01-09
epoch:44, train:0.477, valid:0.340, threshold: [0.56682059 1.77064936 2.49191342 2.83164211 3.6680824 ], score:0.833, best:0.836, date:Jun04_07-12-24
epoch:45, train:0.466, valid:0.362, threshold: [0.63834679 1.63297509 1.97062532 2.53314545 4.43826407], score:0.821, best:0.836, date:Jun04_07-23-42
epoch:46, train:0.473, valid:0.349, threshold: [0.63900797 1.76062044 2.34348353 2.987297   3.57896747], score:0.832, best:0.836, date:Jun04_07-34-59
epoch:47, train:0.465, valid:0.376, threshold: [0.62403468 1.62769128 1.89052958 2.3565736  4.86037809], score:0.811, best:0.836, date:Jun04_07-46-16
epoch:48, train:0.469, valid:0.363, threshold: [0.64558572 1.61405448 2.32311691 2.79464835 3.46875529], score:0.824, best:0.836, date:Jun04_07-57-31
epoch:49, train:0.475, valid:0.359, threshold: [0.68224338 1.59439286 2.2388248  2.96995031 3.48088785], score:0.835, best:0.836, date:Jun04_08-08-49
epoch:50, train:0.468, valid:0.382, threshold: [0.74931552 1.66828066 2.28139274 2.65423969 3.33664901], score:0.836, best:0.836, date:Jun04_08-20-06
epoch:51, train:0.472, valid:0.382, threshold: [0.68089799 1.74339949 2.47416994 2.74759738 3.43098539], score:0.822, best:0.836, date:Jun04_08-31-22
epoch:52, train:0.469, valid:0.381, threshold: [0.75710764 1.6360354  2.15420233 2.88316474 3.23513433], score:0.830, best:0.836, date:Jun04_08-42-39
epoch:53, train:0.472, valid:0.388, threshold: [0.59911406 1.46863543 1.95395392 2.51645012 5.35074497], score:0.810, best:0.836, date:Jun04_08-53-55
epoch:54, train:0.465, valid:0.390, threshold: [0.79897295 1.62813328 2.38097926 2.69175097 3.3988865 ], score:0.826, best:0.836, date:Jun04_09-05-12
epoch:55, train:0.464, valid:0.406, threshold: [0.65699324 1.5280709  2.00949226 2.50745853 5.16126065], score:0.800, best:0.836, date:Jun04_09-16-31
epoch:56, train:0.456, valid:0.421, threshold: [0.65182496 1.70381345 2.18500581 2.61280844 4.6789428 ], score:0.774, best:0.836, date:Jun04_09-27-48
epoch:57, train:0.458, valid:0.394, threshold: [0.59690791 1.69106435 2.21248015 2.56411853 4.79983509], score:0.789, best:0.836, date:Jun04_09-39-07
epoch:58, train:0.476, valid:0.391, threshold: [0.6385993  1.47526848 1.73979512 2.48688662 4.57905495], score:0.826, best:0.836, date:Jun04_09-50-24
epoch:59, train:0.465, valid:0.371, threshold: [0.62597824 1.56740427 1.92904596 2.47508079 4.81127268], score:0.827, best:0.836, date:Jun04_10-01-42
epoch:60, train:0.458, valid:0.393, threshold: [0.74761442 1.79914906 2.15026544 2.58706651 3.24287766], score:0.831, best:0.836, date:Jun04_10-12-59
