available cuda: 2
training started: Jun09_13-50-49
epoch:00, train:0.971, valid:0.777, threshold: [0.88517614 1.08736552 1.76350423 2.4153188  3.29946877], score:0.645, best:0.645, date:Jun09_14-02-31
epoch:32, train:0.477, valid:0.320, threshold: [0.70912322 1.45191172 1.82420423 2.71468594 3.76536512], score:0.859, best:0.864, date:Jun09_20-10-19
epoch:33, train:0.480, valid:0.332, threshold: [0.64955738 1.40923284 1.78531375 2.3869249  4.98569902], score:0.841, best:0.864, date:Jun09_20-21-49
epoch:34, train:0.474, valid:0.296, threshold: [0.58785222 1.67160708 2.49440517 3.10584631 4.02239507], score:0.861, best:0.864, date:Jun09_20-33-18
epoch:35, train:0.482, valid:0.340, threshold: [0.75374876 1.28232879 1.83209213 2.53384244 3.6383334 ], score:0.855, best:0.864, date:Jun09_20-44-50
epoch:36, train:0.465, valid:0.327, threshold: [0.65717144 1.5842056  2.02658814 2.30833471 3.42802392], score:0.865, best:0.865, date:Jun09_20-56-20
epoch:37, train:0.481, valid:0.308, threshold: [0.63274579 1.61145716 2.08070938 2.56740137 4.00539293], score:0.854, best:0.865, date:Jun09_21-07-49
epoch:38, train:0.465, valid:0.309, threshold: [0.72691332 1.35590131 1.8615154  2.84192884 3.79769757], score:0.857, best:0.865, date:Jun09_21-19-20
epoch:39, train:0.471, valid:0.338, threshold: [0.62720182 1.90364261 2.33573546 2.73930455 3.61893471], score:0.852, best:0.865, date:Jun09_21-30-50
epoch:40, train:0.461, valid:0.413, threshold: [0.6481534  1.14572471 1.66243516 2.24571689 5.99983476], score:0.831, best:0.865, date:Jun09_21-42-20
epoch:41, train:0.451, valid:0.298, threshold: [0.65258297 1.57250271 2.18407171 2.95642393 3.82086721], score:0.863, best:0.865, date:Jun09_21-53-48
epoch:42, train:0.460, valid:0.294, threshold: [0.54731409 1.63502574 2.64316203 2.91364007 3.90995025], score:0.856, best:0.865, date:Jun09_22-05-17
epoch:43, train:0.460, valid:0.324, threshold: [0.68992008 1.4915344  2.00488231 2.45333204 3.47439627], score:0.864, best:0.865, date:Jun09_22-16-46
epoch:44, train:0.464, valid:0.332, threshold: [0.65969206 1.69908474 2.23414629 2.43915311 3.54725761], score:0.854, best:0.865, date:Jun09_22-28-15
epoch:45, train:0.457, valid:0.321, threshold: [0.61155037 1.65747332 2.21785926 2.63530492 4.4973884 ], score:0.850, best:0.865, date:Jun09_22-39-46
epoch:46, train:0.447, valid:0.348, threshold: [0.90128176 1.86071688 2.44069329 2.92620299 3.7145964 ], score:0.864, best:0.865, date:Jun09_22-51-16
epoch:47, train:0.464, valid:0.345, threshold: [0.7309264  1.66272717 2.23038034 2.51826477 3.41087518], score:0.853, best:0.865, date:Jun09_23-02-44
epoch:48, train:0.458, valid:0.341, threshold: [0.69487425 1.41698551 1.85711401 2.33640812 4.93332005], score:0.846, best:0.865, date:Jun09_23-14-13
epoch:49, train:0.456, valid:0.334, threshold: [0.60068171 1.56444584 2.07724317 2.53398596 4.94156887], score:0.851, best:0.865, date:Jun09_23-25-41
training finished: Jun09_23-25-41
