available cuda: 2
training started: Jun09_20-43-33
epoch:00, train:0.951, valid:0.580, threshold: [0.70472766 1.38989464 1.59441454 2.07558865 4.05852383], score:0.690, best:0.690, date:Jun09_20-55-17
epoch:27, train:0.512, valid:0.349, threshold: [0.61455778 1.48623318 1.9789315  2.48990097 4.95340778], score:0.821, best:0.829, date:Jun10_02-06-53
epoch:28, train:0.501, valid:0.449, threshold: [0.6962303  1.45796824 2.07239824 2.47638091 5.01432319], score:0.809, best:0.829, date:Jun10_02-18-26
epoch:29, train:0.492, valid:0.473, threshold: [0.64886368 1.74204149 1.9875917  2.59586129 5.41551216], score:0.776, best:0.829, date:Jun10_02-29-58
epoch:30, train:0.496, valid:0.642, threshold: [0.67872026 1.34142421 1.71046941 2.24917985 5.57009212], score:0.767, best:0.829, date:Jun10_02-41-30
epoch:31, train:0.488, valid:0.480, threshold: [0.71442623 1.50911228 1.84882557 2.3919302  3.37173567], score:0.809, best:0.829, date:Jun10_02-53-04
epoch:32, train:0.503, valid:0.400, threshold: [0.88448981 1.64318016 2.10644075 2.75215551 3.2647345 ], score:0.836, best:0.836, date:Jun10_03-04-38
epoch:33, train:0.487, valid:0.475, threshold: [0.73346977 1.42925365 1.76238041 2.14536048 2.98085382], score:0.807, best:0.836, date:Jun10_03-16-10
epoch:34, train:0.484, valid:0.441, threshold: [0.79793007 1.59933483 2.34259024 2.70132973 3.78074016], score:0.799, best:0.836, date:Jun10_03-27-44
epoch:35, train:0.474, valid:0.372, threshold: [0.60910045 1.65678625 1.96068652 2.42247293 4.82018526], score:0.820, best:0.836, date:Jun10_03-39-18
epoch:36, train:0.484, valid:0.364, threshold: [0.78188324 1.55303899 1.69347384 2.29251034 3.14178002], score:0.839, best:0.839, date:Jun10_03-50-52
epoch:37, train:0.480, valid:0.425, threshold: [0.70994741 1.5731388  1.84798085 2.43390923 3.15032677], score:0.810, best:0.839, date:Jun10_04-02-24
epoch:38, train:0.474, valid:0.758, threshold: [0.77368388 1.63468308 1.94976384 2.58925424 4.91592855], score:0.734, best:0.839, date:Jun10_04-13-55
epoch:39, train:0.475, valid:0.355, threshold: [0.7183979  1.54313116 2.10241003 3.04728249 3.47678799], score:0.838, best:0.839, date:Jun10_04-25-26
epoch:40, train:0.474, valid:0.373, threshold: [0.6866236  1.34911734 1.92818297 2.43222048 5.32987312], score:0.832, best:0.839, date:Jun10_04-37-00
epoch:41, train:0.468, valid:0.342, threshold: [0.62612428 1.56053094 2.02358636 2.51852706 4.73613035], score:0.833, best:0.839, date:Jun10_04-48-35
epoch:42, train:0.470, valid:0.343, threshold: [0.7181424  1.74304243 2.15002603 3.03264413 3.45991108], score:0.842, best:0.842, date:Jun10_05-00-09
epoch:43, train:0.448, valid:0.365, threshold: [0.66928313 1.45812711 1.88520412 2.48925651 4.79586669], score:0.830, best:0.842, date:Jun10_05-11-41
epoch:44, train:0.468, valid:0.323, threshold: [0.70827746 1.78466986 2.24320454 3.11653402 3.79995635], score:0.846, best:0.846, date:Jun10_05-23-14
epoch:45, train:0.452, valid:0.412, threshold: [0.61214047 1.2670491  1.65299404 1.93225695 5.21090839], score:0.811, best:0.846, date:Jun10_05-34-47
epoch:46, train:0.464, valid:0.392, threshold: [0.96835702 1.6112045  2.03374388 2.65091451 3.35194513], score:0.827, best:0.846, date:Jun10_05-46-19
epoch:47, train:0.460, valid:0.364, threshold: [0.70171939 1.63198792 1.7802252  2.40450666 4.70311839], score:0.823, best:0.846, date:Jun10_05-57-52
epoch:48, train:0.459, valid:0.322, threshold: [0.62056424 1.65920778 2.34779932 2.95913585 3.71596457], score:0.848, best:0.848, date:Jun10_06-09-25
epoch:49, train:0.467, valid:0.392, threshold: [0.69402019 1.65456014 1.82955905 2.40832732 4.95770288], score:0.811, best:0.848, date:Jun10_06-20-57
training finished: Jun10_06-20-57
