available cuda: 2
loading data: May25_00-21-07
data loaded: May25_00-24-21
training started: May25_00-24-22
epoch:00, train:1.095, valid:0.734, threshold: [0.49798531 1.49871426 2.36496416 3.50026928 4.72240817], score:0.664, best:0.664, date:May25_00-36-46
epoch:84, train:0.426, valid:0.335, threshold: [0.63330356 1.54043041 1.82926097 2.48163377 4.75336321], score:0.839, best:0.861, date:May25_17-45-23
epoch:85, train:0.428, valid:0.303, threshold: [0.59558536 1.59361919 2.39411565 2.93055875 3.80360354], score:0.854, best:0.861, date:May25_17-57-38
epoch:86, train:0.437, valid:0.301, threshold: [0.64307827 1.64101581 2.1360676  2.87653354 3.74635702], score:0.856, best:0.861, date:May25_18-09-54
epoch:87, train:0.429, valid:0.337, threshold: [0.60121796 1.84958388 1.28230284 2.5208933  5.09522604], score:0.846, best:0.861, date:May25_18-22-10
epoch:88, train:0.441, valid:0.333, threshold: [0.62689696 1.34449708 2.42201359 1.99516325 4.92323735], score:0.843, best:0.861, date:May25_18-34-26
epoch:89, train:0.438, valid:0.341, threshold: [0.67644075 1.82004376 1.45252119 2.43776652 4.87445159], score:0.844, best:0.861, date:May25_18-46-42
epoch:90, train:0.436, valid:0.308, threshold: [0.64326234 1.67346125 2.51127854 2.84863654 3.72094711], score:0.854, best:0.861, date:May25_18-58-58
epoch:91, train:0.443, valid:0.317, threshold: [0.70279793 1.85018616 2.39318496 1.40106208 3.58934717], score:0.857, best:0.861, date:May25_19-11-13
epoch:92, train:0.434, valid:0.363, threshold: [0.69543679 1.76947478 2.34975439 1.11330638 3.23224124], score:0.851, best:0.861, date:May25_19-23-28
epoch:93, train:0.426, valid:0.300, threshold: [0.62095389 1.67611021 2.1740788  2.85511886 3.62307616], score:0.855, best:0.861, date:May25_19-35-44
epoch:94, train:0.424, valid:0.335, threshold: [0.61342259 1.58352281 2.08102275 2.39362268 4.92638364], score:0.840, best:0.861, date:May25_19-47-59
epoch:95, train:0.429, valid:0.304, threshold: [0.62970323 1.63555775 2.71237373 2.29257142 3.62898644], score:0.857, best:0.861, date:May25_20-00-15
epoch:96, train:0.423, valid:0.303, threshold: [0.6274781  1.66323585 2.37111657 2.69751974 3.47286705], score:0.856, best:0.861, date:May25_20-12-30
epoch:97, train:0.430, valid:0.310, threshold: [0.67358517 1.72437109 2.07895335 2.79432643 3.59954994], score:0.857, best:0.861, date:May25_20-24-45
epoch:98, train:0.442, valid:0.331, threshold: [0.63894592 1.87080935 2.67462641 1.34620915 3.3584696 ], score:0.861, best:0.861, date:May25_20-37-01
epoch:99, train:0.427, valid:0.291, threshold: [0.61553033 1.66549834 2.34437232 2.79100726 3.65828426], score:0.857, best:0.861, date:May25_20-49-17
training finished: May25_20-49-17
