available cuda: 2
training started: Jun09_20-44-31
epoch:00, train:0.953, valid:0.690, threshold: [0.70122699 1.67681109 2.05591667 2.62067965 3.66842012], score:0.625, best:0.625, date:Jun09_20-56-13
epoch:29, train:0.472, valid:0.369, threshold: [0.63211896 1.70670232 2.337111   2.92049682 3.50628527], score:0.849, best:0.857, date:Jun10_02-29-54
epoch:30, train:0.459, valid:0.397, threshold: [0.58530304 1.53283857 2.52038385 2.95821071 3.41334197], score:0.806, best:0.857, date:Jun10_02-41-26
epoch:31, train:0.458, valid:0.641, threshold: [1.02499164 1.90021619 2.14595457 2.6103868  2.94956486], score:0.758, best:0.857, date:Jun10_02-53-00
epoch:32, train:0.462, valid:0.735, threshold: [0.67848908 1.53547339 2.15888869 2.78571593 3.60908331], score:0.850, best:0.857, date:Jun10_03-04-31
epoch:33, train:0.456, valid:1.224, threshold: [0.56780187 1.41618479 1.75973471 2.46702826 6.33346034], score:0.551, best:0.857, date:Jun10_03-16-00
epoch:34, train:0.460, valid:0.620, threshold: [0.60469969 1.71185695 2.35417292 3.02547583 4.5622167 ], score:0.668, best:0.857, date:Jun10_03-27-31
epoch:35, train:0.449, valid:0.373, threshold: [0.83432739 1.4067168  2.41358846 2.62517476 3.52196286], score:0.844, best:0.857, date:Jun10_03-39-02
epoch:36, train:0.451, valid:1.013, threshold: [0.63845851 1.57215244 2.29423753 2.41783915 5.06388167], score:0.797, best:0.857, date:Jun10_03-50-32
epoch:37, train:0.447, valid:0.525, threshold: [0.59186102 1.44127843 2.09289989 2.67616946 4.30993922], score:0.819, best:0.857, date:Jun10_04-02-04
epoch:38, train:0.444, valid:0.406, threshold: [0.68782301 1.59098716 2.23159333 3.06012398 3.49109273], score:0.840, best:0.857, date:Jun10_04-13-36
epoch:39, train:0.447, valid:0.327, threshold: [0.87125065 1.44847984 2.23144931 2.83167828 3.43689374], score:0.858, best:0.858, date:Jun10_04-25-08
epoch:40, train:0.443, valid:0.380, threshold: [1.11807034 1.82893551 2.3796172  3.08033354 3.8365292 ], score:0.858, best:0.858, date:Jun10_04-36-39
epoch:41, train:0.453, valid:0.501, threshold: [0.61513577 1.51067979 2.33708585 2.89241628 4.51533993], score:0.822, best:0.858, date:Jun10_04-48-09
epoch:42, train:0.439, valid:0.447, threshold: [0.68495199 1.55342052 2.07015282 2.32912052 4.19051159], score:0.827, best:0.858, date:Jun10_04-59-38
epoch:43, train:0.434, valid:0.367, threshold: [0.72608683 1.53962805 2.06208901 2.53792492 3.2666569 ], score:0.852, best:0.858, date:Jun10_05-11-11
epoch:44, train:0.453, valid:0.331, threshold: [0.68982766 1.49764195 2.35797642 2.67705355 3.29012962], score:0.864, best:0.864, date:Jun10_05-22-41
epoch:45, train:0.443, valid:0.376, threshold: [0.66724341 1.58717143 2.09494396 2.35794695 4.27005257], score:0.844, best:0.864, date:Jun10_05-34-11
epoch:46, train:0.436, valid:0.388, threshold: [0.58535097 1.60261166 1.98246    2.37400856 5.09982721], score:0.835, best:0.864, date:Jun10_05-45-39
epoch:47, train:0.428, valid:2.435, threshold: [0.50864028 1.20360835 1.70615186 2.08369222 6.71066042], score:0.678, best:0.864, date:Jun10_05-57-10
epoch:48, train:0.433, valid:0.724, threshold: [0.60520249 1.56049675 2.24098418 2.80857584 4.53437729], score:0.820, best:0.864, date:Jun10_06-08-42
epoch:49, train:0.437, valid:0.400, threshold: [0.69709435 1.50853732 2.38476237 2.86222629 3.25653178], score:0.852, best:0.864, date:Jun10_06-20-11
training finished: Jun10_06-20-11
