available cuda: 2
training started: Jun09_20-44-14
epoch:00, train:0.968, valid:0.644, threshold: [0.62120432 1.41026175 2.14639626 2.42406614 3.62085803], score:0.661, best:0.661, date:Jun09_20-55-56
epoch:36, train:0.468, valid:0.381, threshold: [0.65241409 1.7751688  1.98807313 2.46586608 4.42702986], score:0.837, best:0.854, date:Jun10_03-51-59
epoch:37, train:0.449, valid:0.357, threshold: [0.75069777 1.6929873  2.41554313 2.78660431 3.69451473], score:0.842, best:0.854, date:Jun10_04-03-32
epoch:38, train:0.467, valid:1.282, threshold: [0.63321053 1.60807863 2.14816281 2.48775035 4.76508001], score:0.439, best:0.854, date:Jun10_04-15-05
epoch:39, train:0.446, valid:0.363, threshold: [0.58724564 1.67688186 2.20034908 2.66491348 4.96860989], score:0.815, best:0.854, date:Jun10_04-26-39
epoch:40, train:0.447, valid:0.342, threshold: [0.75296813 1.58266391 2.36970027 2.73519305 3.40659628], score:0.864, best:0.864, date:Jun10_04-38-10
epoch:41, train:0.448, valid:0.371, threshold: [0.69387031 1.67866371 2.01405338 2.73371923 3.38905689], score:0.844, best:0.864, date:Jun10_04-49-44
epoch:42, train:0.440, valid:0.352, threshold: [0.64639966 1.65702767 2.02516209 2.41353759 4.71026687], score:0.847, best:0.864, date:Jun10_05-01-17
epoch:43, train:0.440, valid:0.406, threshold: [0.76798761 1.54153629 2.03101744 2.51566279 3.32415871], score:0.826, best:0.864, date:Jun10_05-12-51
epoch:44, train:0.449, valid:0.392, threshold: [0.77332947 1.82663037 2.10314982 2.59141224 3.15130806], score:0.848, best:0.864, date:Jun10_05-24-26
epoch:45, train:0.437, valid:0.547, threshold: [0.77897632 1.84028854 2.06423992 2.69424127 3.0246261 ], score:0.718, best:0.864, date:Jun10_05-35-58
epoch:46, train:0.447, valid:0.439, threshold: [0.62593567 1.41802266 1.76985539 2.46251395 5.02147196], score:0.785, best:0.864, date:Jun10_05-47-31
epoch:47, train:0.444, valid:0.406, threshold: [0.71172473 1.76243911 2.31326496 2.7187285  3.37505566], score:0.815, best:0.864, date:Jun10_05-59-06
epoch:48, train:0.444, valid:0.381, threshold: [0.61413942 1.71010756 2.35747657 2.7651302  4.37108693], score:0.811, best:0.864, date:Jun10_06-10-39
epoch:49, train:0.450, valid:0.641, threshold: [0.67343769 1.85166566 2.39409302 2.68640434 3.5109605 ], score:0.739, best:0.864, date:Jun10_06-22-13
training finished: Jun10_06-22-13
